,artists,education,knowledge,school,science,songs,teach,teacher
8308,Tupac,0,0,0,0,Until the End of Time,0,0
8291,Tupac,0,0,0,0,Thug Style,0,0
8277,Tupac,0,0,0,0,Tha' Lunatic,0,0
8278,Tupac,0,0,0,0,The Eternal Lament,0,0
8279,Tupac,0,0,0,0,The Good Die Young,0,0
8280,Tupac,0,0,0,0,The Realist Killaz,0,0
8281,Tupac,0,0,0,0,The Streetz R Deathrow,0,0
8282,Tupac,0,0,0,0,The Uppercut,0,0
8283,Tupac,0,0,0,0,There U Go,0,0
8284,Tupac,0,0,0,0,They Don't Give a F*** About Us,0,0
8285,Tupac,0,0,0,0,This Ain't Livin,0,0
8286,Tupac,0,0,0,0,This Life I Lead,0,0
8287,Tupac,0,0,0,0,Thug 4 Life,0,0
8288,Tupac,0,0,0,0,Thug N U Thug N Me,0,0
8289,Tupac,0,0,0,0,Thug N U Thug N Me,0,0
8290,Tupac,0,0,0,0,Thug Passion,0,0
8292,Tupac,0,0,0,0,Thugs Get Lonely Too,0,0
8307,Tupac,0,0,0,0,U Don't Have 2 Worry,0,0
8293,Tupac,0,0,0,0,Thugz Mansion,0,0
8294,Tupac,0,0,0,0,Thugz Mansion,0,0
8295,Tupac,0,0,0,0,To Live And Die In LA,0,0
8296,Tupac,0,0,0,0,To Live and Die in LA,0,0
8297,Tupac,0,0,0,0,Toss It Up,0,0
8298,Tupac,0,0,0,0,Toss It Up,0,0
8299,Tupac,0,0,0,0,Toss It Up,0,0
8300,Tupac,0,0,0,0,Tradin War Stories,0,0
8301,Tupac,0,0,0,0,Trapped,0,0
8302,Tupac,0,0,0,0,Trapped,0,0
8303,Tupac,0,0,0,0,Troublesome,0,0
8304,Tupac,0,0,0,0,Troublesome,0,0
8305,Tupac,0,0,0,0,U Can Be Touched,0,0
8306,Tupac,0,0,0,0,U Can Call,0,0
8206,Tupac,0,0,0,0,Life of an Outlaw,0,0
8204,Tupac,0,0,0,0,Life Goes On,0,0
8067,Trick Daddy,0,0,0,0,Rain It Pours,0,0
8110,Tupac,0,0,0,0,Black Woman,0,0
8116,Tupac,0,0,0,0,Brenda's Got a Baby,0,0
8115,Tupac,0,0,0,0,Brenda's Got a Baby,0,0
8114,Tupac,0,0,0,0,Breathin,0,0
8113,Tupac,0,0,0,0,Bomb First (My Second Reply),0,0
8112,Tupac,0,0,0,0,Blasphemy,0,0
8111,Tupac,0,0,0,0,Blasphemy,0,0
8109,Tupac,0,0,0,0,Black Starry Night (Interlude),0,0
8101,Tupac,0,0,0,0,Ambitionz Az a Ridah,0,0
8108,Tupac,0,0,0,0,Black Jesuz,0,0
8107,Tupac,0,0,0,0,Black Cotton,0,0
8106,Tupac,0,0,0,0,Better Dayz,0,0
8105,Tupac,0,0,0,0,Ballad of a Dead Soulja,0,0
8104,Tupac,0,0,0,0,Baby Don't Cry (Keep Ya Head up II),0,0
8103,Tupac,0,0,0,0,As the World Turns,0,0
8117,Tupac,0,0,0,0,Brenda's Got a Baby,0,0
8118,Tupac,0,0,0,0,Bury Me a G,0,0
8119,Tupac,0,0,0,0,California Love,0,0
8120,Tupac,0,0,0,0,California Love,0,0
8121,Tupac,0,0,0,0,California Love,0,0
8122,Tupac,0,0,0,0,Can U Get Away,0,0
8123,Tupac,0,0,0,0,Can't C Me,0,0
8124,Tupac,0,0,0,0,Catchin Feelins,0,0
8125,Tupac,0,0,0,0,Changed Man,0,0
8126,Tupac,0,0,0,0,Changes,0,0
8127,Tupac,0,0,0,0,Check Out Time,0,0
8128,Tupac,0,0,0,0,Crooked Ass Nigga,0,0
8129,Tupac,0,0,0,0,Crooked Nigga Too,0,0
8130,Tupac,0,0,0,0,Crooked Nigga Too,0,0
8131,Tupac,0,0,0,0,Dear Mama,0,0
8132,Tupac,0,0,0,0,Dear Mama,0,0
8133,Tupac,0,0,0,0,Dear Mama,0,0
8102,Tupac,0,0,0,0,And 2Morrow,0,0
8100,Tupac,0,0,0,0,Ambitionz Az a Ridah,0,0
8203,Tupac,0,0,0,0,Lie to Kick It,0,0
8075,Trick Daddy,0,0,0,0,These Are the Daze,0,0
8081,Trick Daddy,0,0,0,0,Tonight,0,0
8080,Trick Daddy,0,0,0,0,Thugs About,0,0
8079,Trick Daddy,0,0,0,0,Thug Life Again,0,0
8078,Trick Daddy,0,0,0,0,Thug Holiday,0,0
8077,Trick Daddy,0,0,0,0,Thug for Life,0,0
8076,Trick Daddy,0,0,0,0,They Don't Live Long,0,0
8074,Trick Daddy,0,0,0,0,The Children's Song,0,0
8099,Tupac,0,0,0,0,All Out,0,0
8073,Trick Daddy,0,0,0,0,Sugar (Gimme Some),0,0
8072,Trick Daddy,0,0,0,0,Straight Up,0,0
8071,Trick Daddy,0,0,0,0,So High,0,0
8070,Trick Daddy,0,0,0,0,Shut Up,0,0
8069,Trick Daddy,0,0,0,0,Run Nigga,0,0
8068,Trick Daddy,0,0,0,0,Ruby Red,0,0
8082,Trick Daddy,0,0,0,0,Tryin' to Stop Smokin',0,0
8083,Trick Daddy,0,0,0,0,Tuck Ya Ice,0,0
8084,Trick Daddy,0,0,0,0,U Neva Know,0,0
8085,Trick Daddy,0,0,0,0,Walkin' Like a Hoe,0,0
8086,Tupac,0,0,0,0,16 on Death Row,0,0
8087,Tupac,0,0,0,0,2 of Amerikaz Most Wanted,0,0
8088,Tupac,0,0,0,0,2 of Amerikaz Most Wanted,0,0
8089,Tupac,0,0,0,0,2 of Amerikaz Most Wanted,0,0
8090,Tupac,0,0,0,0,2 of Amerikaz Most Wanted,0,0
8091,Tupac,0,0,0,0,5 Deadly Venomz,0,0
8092,Tupac,0,0,0,0,Against All Odds,0,0
8093,Tupac,0,0,0,0,Against All Odds,0,0
8094,Tupac,0,0,0,0,Against All Odds,0,0
8095,Tupac,0,0,0,0,Ain't Hard 2 Find,0,0
8096,Tupac,0,0,0,0,All About U,0,0
8097,Tupac,0,0,0,0,All Eyez on Me,0,0
8098,Tupac,0,0,0,0,All Eyez On Me,0,0
8134,Tupac,0,0,0,0,Death Around the Corner,0,0
8135,Tupac,0,0,0,0,Death Around the Corner,0,0
8136,Tupac,0,0,0,0,Definition of a Thug Nigga,0,0
8179,Tupac,0,0,0,0,I Don't Give a Fuck,0,0
8185,Tupac,0,0,2,0,I'm Losin' It,0,0
8184,Tupac,0,0,0,0,I'm Gettin Money,0,0
8183,Tupac,0,0,0,0,I Wonder if Heaven Got a Ghetto,0,0
8182,Tupac,0,0,0,0,I Wonder if Heaven Got a Ghetto,0,0
8181,Tupac,0,0,0,0,I Get Around,0,0
8180,Tupac,0,0,0,0,I Get Around,0,0
8178,Tupac,0,0,0,0,I Ain't Mad At Cha,0,0
8137,Tupac,0,0,0,0,Do for Love,0,0
8177,Tupac,0,0,0,0,I Ain't Mad at Cha,0,0
8176,Tupac,0,0,0,0,How Do U Want It,0,0
8175,Tupac,0,0,0,0,Homeboyz,0,0
8174,Tupac,0,0,0,0,Holler If Ya' Hear Me,0,0
8173,Tupac,0,0,0,0,Holla at Me,0,0
8172,Tupac,0,0,0,0,Hold Ya Head,0,0
8186,Tupac,0,0,0,0,If I Die 2Nite,0,0
8187,Tupac,0,0,0,0,If I Fail,0,0
8188,Tupac,0,0,0,0,If My Homie Calls,0,0
8189,Tupac,0,0,0,0,In the Depths of Solitude,0,0
8190,Tupac,0,0,0,0,It Ain't Easy,0,0
8191,Tupac,0,0,0,0,Just Like Daddy,0,0
8192,Tupac,0,0,0,0,Just Like Daddy,0,0
8193,Tupac,0,0,0,0,Keep Ya Head Up,0,0
8194,Tupac,0,0,0,0,Killuminati,0,0
8195,Tupac,0,0,0,0,Krazy,0,0
8196,Tupac,0,0,0,0,Krazy,0,0
8197,Tupac,0,0,0,0,Last Wordz,3,0
8198,Tupac,0,0,0,0,Late Night,0,0
8199,Tupac,0,0,0,0,Let 'Em Have It,0,0
8200,Tupac,0,0,0,0,Let 'Em Have It,0,0
8201,Tupac,0,0,0,0,Let Them Thangs Go,0,0
8202,Tupac,0,0,0,0,Letter to the President,0,0
8171,Tupac,0,0,0,0,Hold Ya Head,0,0
8170,Tupac,0,0,0,0,Hold on Be Strong,0,0
8169,Tupac,0,0,0,0,Hit Em Up,0,0
8152,Tupac,0,0,0,0,Ghost,0,0
8138,Tupac,0,0,0,0,Don't You Trust Me,0,0
8139,Tupac,0,0,0,0,Enemies With Me,0,0
8140,Tupac,0,0,0,0,Everything They Owe,0,0
8141,Tupac,0,0,0,0,F*** Em All,0,0
8142,Tupac,0,0,0,0,F*** Friendz,0,0
8143,Tupac,0,0,0,0,Fair Xchange,0,0
8144,Tupac,0,0,0,0,Fair Xchange,0,0
8145,Tupac,0,0,0,0,Fake Ass Bitches,0,0
8146,Tupac,0,0,0,0,Fallen Star,0,0
8147,Tupac,0,0,0,0,Fame,0,0
8148,Tupac,0,0,0,0,Fuck All Y'all,0,0
8149,Tupac,0,0,0,0,Fuck the World,0,0
8150,Tupac,0,0,0,0,Ghetto Gospel,0,0
8151,Tupac,0,0,0,0,Ghetto Star,0,0
8153,Tupac,0,0,0,0,Good Life,0,0
8168,Tupac,0,0,0,0,Hit 'Em Up,0,0
8154,Tupac,0,0,0,0,Got My Mind Made Up,0,0
8155,Tupac,0,0,0,0,Guess Who's Back,0,0
8156,Tupac,0,0,0,0,Hail Mary,0,0
8157,Tupac,0,0,0,0,Happy Home,0,0
8158,Tupac,0,0,0,0,Heartz of Men,0,0
8159,Tupac,0,0,0,0,Heartz of Men,0,0
8160,Tupac,0,0,0,0,Heaven Ain't Hard 2 Find,0,0
8161,Tupac,0,0,0,0,Heavy in the Game,0,0
8162,Tupac,0,0,0,0,Hell 4 a Hustler,0,0
8163,Tupac,0,0,0,0,Hellrazor,0,0
8164,Tupac,0,0,0,0,Hennessey,0,0
8165,Tupac,0,0,0,0,Hennessey,0,0
8166,Tupac,0,0,0,0,High Speed,0,0
8167,Tupac,0,0,0,0,Hit 'Em Up,0,0
6676,Rakim,0,0,0,0,Rest Assured,0,0
6674,Rakim,0,0,0,0,Put Your Hands Together,0,0
4450,KRS-One,0,0,0,0,Rap History,0,0
5189,Lupe Fiasco,0,0,0,0,The Die,0,0
5195,Mac Dre,0,0,0,0,All Damn Day,0,0
5194,Mac Dre,0,0,0,0,All Damn Day,0,0
5193,Lupe Fiasco,0,0,0,0,Words I Never Said,0,0
5192,Lupe Fiasco,0,0,0,0,Unforgivable Youth,0,0
5191,Lupe Fiasco,0,0,0,0,Till I Get There,0,0
5190,Lupe Fiasco,0,0,0,0,The Emperor's Soundtrack,0,0
5188,Lupe Fiasco,0,0,0,0,The Coolest,0,0
5180,Lupe Fiasco,0,0,0,0,Put You on Game,0,0
5187,Lupe Fiasco,0,0,0,0,The Cool,0,0
5186,Lupe Fiasco,0,0,0,0,Superstar,0,0
5185,Lupe Fiasco,0,0,0,0,Sunshine,0,0
5184,Lupe Fiasco,0,0,0,0,Streets on Fire,0,0
5183,Lupe Fiasco,0,0,0,0,Strange Fruition,0,0
5182,Lupe Fiasco,0,0,0,0,State Run Radio,0,0
5196,Mac Dre,0,0,0,0,Be About Yo Doe,0,0
5197,Mac Dre,0,0,0,0,Black Buck Rogers,0,0
5198,Mac Dre,0,0,0,0,Bleezies-N-Heem,0,0
5199,Mac Dre,0,0,0,0,Boss Tycoon,0,0
5200,Mac Dre,0,0,0,0,Boss Tycoon,0,0
5201,Mac Dre,0,0,0,0,Boss Tycoon,0,0
5202,Mac Dre,0,0,0,0,Cal Bear,0,0
5203,Mac Dre,0,0,0,0,Cal Bear,0,0
5204,Mac Dre,0,0,0,0,California Bear,0,0
5205,Mac Dre,0,0,0,0,California Livin',0,0
5206,Mac Dre,0,0,0,0,California Livin',0,0
5207,Mac Dre,0,0,0,0,California Livin,0,0
5208,Mac Dre,0,0,0,0,Can You Shout?,0,0
5209,Mac Dre,0,0,3,0,Chevs and Fords,0,0
5210,Mac Dre,0,0,0,0,Clap,0,0
5211,Mac Dre,0,0,0,0,Cutthoat Committee,0,0
5212,Mac Dre,0,0,0,0,Cutthoat Soup,0,0
5181,Lupe Fiasco,0,0,0,0,Real,2,0
5179,Lupe Fiasco,0,0,0,0,Put Em Up,0,0
5214,Mac Dre,0,0,0,0,Dipped When You See Me,0,0
5154,Lupe Fiasco,0,0,0,0,Go Go Gadget Flow,0,0
5160,Lupe Fiasco,0,0,0,0,Hi-Definition,0,0
5159,Lupe Fiasco,0,0,0,0,Hello/Goodbye (Uncool),0,0
5158,Lupe Fiasco,0,0,0,0,Heart Donor,0,0
5157,Lupe Fiasco,0,0,0,0,He Say She Say,0,2
5156,Lupe Fiasco,0,0,0,0,Gotta Eat,0,0
5155,Lupe Fiasco,0,0,2,0,Gold Watch,0,0
5153,Lupe Fiasco,0,0,0,0,Go Baby,0,0
5178,Lupe Fiasco,0,0,0,0,Pressure,0,0
5152,Lupe Fiasco,0,0,0,0,Free Chilly,0,0
5151,Lupe Fiasco,0,0,0,0,Form Follows Function,0,0
5150,Lupe Fiasco,0,0,0,0,Fighters,0,0
5149,Lupe Fiasco,0,0,0,0,Dumb It Down,0,0
5148,Lupe Fiasco,0,0,0,0,Daydreamin',0,0
5147,Lupe Fiasco,0,0,0,0,Coming Up,0,0
5161,Lupe Fiasco,0,0,0,0,Hip-Hop Saved My Life,0,0
5162,Lupe Fiasco,0,0,2,0,Hood Now (Outro),0,0
5163,Lupe Fiasco,0,0,0,0,How Dare You,0,0
5164,Lupe Fiasco,0,0,0,0,Hurt Me Soul,0,0
5165,Lupe Fiasco,0,0,0,0,I Don't Wanna Care Right Now,0,0
5166,Lupe Fiasco,0,0,0,0,I Gotcha,0,0
5167,Lupe Fiasco,0,0,0,0,Intruder Alert,0,0
5168,Lupe Fiasco,0,0,0,0,ITAL (Roses),0,0
5169,Lupe Fiasco,0,0,0,0,Just Might Be OK,0,0
5170,Lupe Fiasco,0,0,0,0,"Kick, Push II",0,0
5171,Lupe Fiasco,0,0,0,0,"Kick, Push",0,0
5172,Lupe Fiasco,0,0,0,0,Lamborghini Angels,0,0
5173,Lupe Fiasco,0,0,0,0,Letting Go,0,0
5174,Lupe Fiasco,0,0,0,0,Little Weapon,0,0
5175,Lupe Fiasco,0,0,0,0,Never Forget You,0,0
5176,Lupe Fiasco,0,0,0,0,Out of My Head,0,0
5177,Lupe Fiasco,0,0,0,0,"Paris, Tokyo",0,0
5213,Mac Dre,0,0,0,0,Da U.S. Open,0,0
5215,Mac Dre,0,0,0,0,Dipped When You See Me,0,0
6673,Rakim,0,0,0,0,Pass the Hand Grenade,0,0
5259,Mac Dre,0,0,0,0,Life's a Bitch,0,0
5265,Mac Dre,0,0,0,0,Mafioso,0,0
5264,Mac Dre,0,0,0,0,Mac Stabber,0,0
5263,Mac Dre,0,0,0,0,Mac Dre'vious,0,0
5262,Mac Dre,0,0,0,0,Mac Dre's the Name,0,0
5261,Mac Dre,0,0,0,0,Mac Dammit and Friends,0,0
5260,Mac Dre,0,0,0,0,Livin' It,0,0
5258,Mac Dre,0,0,0,0,Lame Saturated,0,0
5250,Mac Dre,0,0,0,0,How Yo' Hood?,0,0
5257,Mac Dre,0,0,0,0,Lame Saturated,0,0
5256,Mac Dre,0,0,0,0,Jump It,0,0
5255,Mac Dre,0,0,0,0,Iz Real,0,0
5254,Mac Dre,0,0,0,0,It Don't Stop,0,0
5253,Mac Dre,0,0,0,0,I've Been Down,0,0
5252,Mac Dre,0,0,0,0,I'm a Thug,0,0
5266,Mac Dre,0,0,0,0,Mafioso,0,0
5267,Mac Dre,0,0,0,0,Make You Mine,0,0
5268,Mac Dre,0,0,0,0,Me Damac,0,0
5269,Mac Dre,0,0,0,0,Morals and Standards,0,0
5270,Mac Dre,0,0,0,0,Non Discriminant,0,0
5271,Mac Dre,0,0,0,0,Northside,0,0
5272,Mac Dre,0,0,0,0,Not My Job,0,0
5273,Mac Dre,0,0,0,0,Not My Job,0,0
5274,Mac Dre,0,0,0,0,Nothin' Correctable,0,0
5275,Mac Dre,0,0,0,0,On the Run,0,0
5276,Mac Dre,0,0,0,0,Out There,0,0
5277,Mac Dre,0,0,0,0,Punk Police,0,0
5278,Mac Dre,0,0,0,0,Rapper Gone Bad,0,0
5279,Mac Dre,0,0,0,0,Retro Dance Record,0,0
5280,Mac Dre,0,0,0,0,Same Hood,0,0
5281,Mac Dre,0,0,0,0,Screw-E-Boo-Boo,0,0
5282,Mac Dre,0,0,0,0,She Neva Seen,0,0
5251,Mac Dre,0,0,0,0,I'm a Thug,0,0
5249,Mac Dre,0,0,0,0,How I Got This Name,0,0
5216,Mac Dre,0,0,0,0,Doin What I Do,0,0
5224,Mac Dre,0,0,0,0,Fast Money,0,0
5230,Mac Dre,0,0,0,0,First Time I Seen Her,0,0
5229,Mac Dre,0,0,0,0,First Time I Seen Her,0,0
5228,Mac Dre,0,0,0,0,Fire,0,0
5227,Mac Dre,0,0,0,0,Fire,0,0
5226,Mac Dre,0,0,0,0,Feelin Myself,0,0
5225,Mac Dre,0,0,0,0,Feelin Myself,0,0
5223,Mac Dre,0,0,0,0,Fast Money,0,0
5248,Mac Dre,0,0,0,0,Hotta Den Steam,6,0
5222,Mac Dre,0,0,0,0,Fast Money,0,0
5221,Mac Dre,0,0,0,0,F***k off the Party,0,0
5220,Mac Dre,0,0,0,0,Dreganomics,0,0
5219,Mac Dre,0,0,0,0,Dredio,0,0
5218,Mac Dre,0,0,0,0,Don't Snitch,0,0
5217,Mac Dre,0,0,0,0,Don't Be a Punk,0,0
5231,Mac Dre,0,0,0,0,Fish Head Stew,0,0
5232,Mac Dre,0,0,0,0,Fortytwo Fake,0,0
5233,Mac Dre,0,0,0,0,Genie of the Lamp,0,0
5234,Mac Dre,0,0,0,0,Genie of the Lamp,0,0
5235,Mac Dre,0,0,0,0,Genie of the Lamp,0,0
5236,Mac Dre,0,0,0,0,Genie of the Lamp,0,0
5237,Mac Dre,0,0,0,0,Get Stupid,0,0
5238,Mac Dre,0,0,0,0,Get Stupid,0,0
5239,Mac Dre,0,0,0,0,Get Stupid,0,0
5240,Mac Dre,0,0,0,0,Get Stupid,0,0
5241,Mac Dre,0,0,0,0,Get Stupid,0,0
5242,Mac Dre,0,0,0,0,Get Stupid,0,0
5243,Mac Dre,0,0,0,0,Giggin',0,0
5244,Mac Dre,0,0,0,0,Giggin,0,0
5245,Mac Dre,0,0,0,0,Global,0,0
5246,Mac Dre,0,0,0,0,Grown Shit,0,0
5247,Mac Dre,0,0,0,0,Hotta Den Steam,6,0
5146,Lupe Fiasco,0,0,0,0,Cold War,0,0
5145,Lupe Fiasco,0,0,0,0,Break the Chain,0,0
5144,Lupe Fiasco,0,0,0,0,Brave Heart,0,0
5049,Ludacris,0,0,0,0,End of the Night,0,0
5055,Ludacris,0,0,0,0,Freedom of Preach,0,0
5054,Ludacris,0,0,0,0,Freaky Thangs,0,0
5053,Ludacris,0,0,0,0,Feelin' So Sexy,0,0
5052,Ludacris,0,0,2,0,Eyebrows Down,0,0
5051,Ludacris,0,0,0,0,Everybody Hates Chris,0,0
5050,Ludacris,0,0,0,0,Everybody Drunk,0,0
5048,Ludacris,0,0,0,0,Do Your Time,0,0
5040,Ludacris,0,0,0,0,Catch Up,0,0
5047,Ludacris,0,0,0,0,Do the Right Thang,0,0
5046,Ludacris,0,0,0,0,Diamond in the Back,0,0
5045,Ludacris,0,0,0,0,Cry Babies (Oh No),0,0
5044,Ludacris,0,0,0,0,Contagious,0,0
5043,Ludacris,0,0,0,0,Coming 2 America,0,0
5042,Ludacris,0,0,0,0,Cold Outside,0,0
5056,Ludacris,0,0,0,0,Game Got Switched,0,0
5057,Ludacris,0,0,0,0,Game Got Switched,0,0
5058,Ludacris,0,0,0,0,Get Back,0,0
5059,Ludacris,0,0,0,0,Get Off Me,0,0
5060,Ludacris,0,0,0,0,Get Off Me,0,0
5061,Ludacris,0,0,0,0,Get the F*** Back,0,0
5062,Ludacris,0,0,0,0,Girls Gone Wild,0,0
5063,Ludacris,0,0,0,0,Go 2 Sleep,0,0
5064,Ludacris,0,0,0,0,Grew Up a Screw Up,0,0
5065,Ludacris,0,0,0,0,Growing Pains,0,0
5066,Ludacris,0,0,0,0,Hard Times,0,0
5067,Ludacris,0,0,0,0,Hey Ho,0,0
5068,Ludacris,0,0,0,0,Hip Hop Quotables,0,0
5069,Ludacris,0,0,0,0,Ho,0,0
5070,Ludacris,0,0,0,0,Ho,0,0
5071,Ludacris,0,0,0,0,Hoes in My Room,0,0
5072,Ludacris,0,0,0,0,Hood Stuck,0,0
5041,Ludacris,0,0,0,0,Child of the Night,0,0
5039,Ludacris,0,0,0,0,Catch Up,0,0
5143,Lupe Fiasco,0,0,0,0,Bitch Bad,0,0
5014,LL Cool J,0,0,0,0,This Is Us,0,0
5020,LL Cool J,0,0,0,0,Ur Only a Customer,0,0
5019,LL Cool J,0,0,0,0,U Should,0,0
5018,LL Cool J,0,0,0,0,U Can't F**k With Me,0,0
5017,LL Cool J,0,0,0,0,Two Different Worlds,0,0
5016,LL Cool J,0,0,0,0,To da Break of Dawn,0,0
5015,LL Cool J,0,0,0,0,Throw Ya L's Up,0,0
5013,LL Cool J,0,0,0,0,This Is Ring Tone M...,0,0
5038,Ludacris,0,0,0,0,Can't Live with You,0,0
5012,LL Cool J,0,0,0,0,The Power of God,2,0
5011,LL Cool J,0,0,0,0,The G.O.A.T.,0,0
5010,LL Cool J,0,0,0,0,The Do Wop,0,0
5009,LL Cool J,0,0,0,0,The Bristol Hotel,0,0
5008,LL Cool J,0,0,0,0,The Breakthrough,0,0
5007,LL Cool J,0,0,0,0,The Boomin' System,0,0
5021,LL Cool J,0,0,0,0,Wanna Get Paid,0,0
5022,LL Cool J,0,0,0,0,We Came to Party,0,0
5023,LL Cool J,0,0,0,0,We Rollin',0,0
5024,LL Cool J,0,0,0,0,We're Gonna Make It,0,0
5025,LL Cool J,0,0,0,0,We're the Greatest,0,0
5026,LL Cool J,0,0,0,0,Whaddup,0,0
5027,LL Cool J,0,0,0,0,What You Want,0,0
5028,LL Cool J,0,0,0,0,Why Do You Think They Call It Dope?,0,0
5029,LL Cool J,0,0,0,0,You and Me,0,0
5030,LL Cool J,0,0,0,0,You Better Watch Me,0,0
5031,LL Cool J,0,0,0,0,You Can't Dance,0,0
5032,LL Cool J,0,0,0,0,You'll Rock,0,0
5033,Ludacris,0,0,0,0,Area Codes,0,0
5034,Ludacris,0,0,0,0,B.O.T.S. Radio,0,0
5035,Ludacris,0,0,0,0,Blow It Out,0,0
5036,Ludacris,0,0,0,0,Blueberry Yum Yum,0,0
5037,Ludacris,0,0,0,0,Call Up the Homies,0,0
5073,Ludacris,0,0,0,0,Hood Stuck,0,0
5074,Ludacris,0,0,0,0,Hopeless,0,0
5075,Ludacris,0,0,0,0,How Low,0,0
5118,Ludacris,0,0,0,0,The Potion,0,0
5125,Ludacris,0,0,0,0,Virgo,0,0
5124,Ludacris,0,0,0,0,Undisputed,0,0
5123,Ludacris,0,0,0,0,Ultimate Satisfaction,0,0
5122,Ludacris,0,0,0,0,U Got a Problem?,0,0
5121,Ludacris,0,0,0,0,U Got a Problem?,0,0
5120,Ludacris,0,0,0,0,Two Miles an Hour,0,0
5117,Ludacris,0,0,0,0,Tell Me a Secret,0,0
5076,Ludacris,0,0,0,0,I Do It All Night,0,0
5116,Ludacris,0,0,0,0,Tell It Like It Is,0,0
5115,Ludacris,0,0,0,0,Teamwork,0,0
5114,Ludacris,0,0,0,0,Stick 'Em Up,0,0
5113,Ludacris,0,0,0,0,Stand Up,0,0
5112,Ludacris,0,0,0,0,Spur of the Moment,0,0
5111,Ludacris,0,0,0,0,Splash Waterfalls,0,0
5126,Ludacris,0,0,0,0,War with God,0,0
5127,Ludacris,0,0,0,0,Warning (Intro),0,0
5128,Ludacris,0,0,0,0,We Got,0,0
5129,Ludacris,0,0,0,0,What Them Girls Like,0,0
5130,Ludacris,0,0,0,0,What's Your Fantasy,0,0
5131,Ludacris,0,0,0,0,What's Your Fantasy,0,0
5132,Ludacris,0,0,0,0,What's Your Fantasy,0,0
5133,Ludacris,0,0,0,0,Who Not Me,0,0
5134,Ludacris,0,0,0,0,Wish You Would,0,0
5135,Ludacris,0,0,0,0,Woozy,0,0
5136,Ludacris,0,0,0,0,Word of Mouf (Freestyle),0,0
5137,Lupe Fiasco,0,0,0,0,All Black Everything,0,0
5138,Lupe Fiasco,0,0,0,0,American Terrorist,0,0
5139,Lupe Fiasco,0,0,0,0,Audubon Ballroom,0,0
5140,Lupe Fiasco,0,0,0,0,Ayesha Says (Intro),0,0
5141,Lupe Fiasco,0,0,0,0,Battle Scars,0,0
5142,Lupe Fiasco,0,0,0,0,Beautiful Lasers (2 Ways),0,0
5110,Ludacris,0,0,0,0,Southern Hospitality,0,0
5109,Ludacris,0,0,0,0,Southern Gangsta,0,0
5108,Ludacris,0,0,0,0,Southern Fried Intro,0,0
5091,Ludacris,0,0,0,0,My Chick Bad,0,0
5077,Ludacris,0,0,0,0,I Do It for Hip Hop,0,0
5078,Ludacris,0,0,0,0,I Know You Got a Man,0,0
5079,Ludacris,0,0,0,0,It Wasn't Us,0,0
5080,Ludacris,0,0,0,0,Keep It on the Hush,0,0
5081,Ludacris,0,0,0,0,Large Amounts,0,0
5082,Ludacris,0,0,0,0,Last of a Dying Breed,0,0
5083,Ludacris,0,0,0,0,Midnight Train,0,0
5084,Ludacris,0,0,0,0,Money Maker,0,0
5085,Ludacris,0,0,0,0,Mouthing Off,0,0
5086,Ludacris,0,0,0,0,Mouthing Off,0,0
5087,Ludacris,0,0,0,0,Mouths to Feed,0,0
5088,Ludacris,0,0,0,0,Move B***h,0,0
5089,Ludacris,0,0,0,0,MVP,0,0
5090,Ludacris,0,0,0,0,My Chick Bad,0,0
5092,Ludacris,0,0,0,0,Nasty Girl,0,0
5107,Ludacris,0,0,0,0,Slap,0,0
5093,Ludacris,0,0,0,0,Number One Spot,0,0
5094,Ludacris,0,0,0,0,One More Drink,0,0
5095,Ludacris,0,0,0,0,Pass Out,0,0
5096,Ludacris,0,0,0,0,Phat Rabbit,0,0
5097,Ludacris,0,0,0,0,Pimpin' All Over the World,0,0
5098,Ludacris,0,0,0,0,Pinky Shinin',0,0
5099,Ludacris,0,0,0,0,Put Your Money,0,0
5100,Ludacris,0,0,0,0,Rock and a Hard Place,0,0
5101,Ludacris,0,0,0,0,Rollout (My Business),0,0
5102,Ludacris,0,0,0,0,Runaway Love,0,0
5103,Ludacris,0,0,0,0,Screwed Up,0,0
5104,Ludacris,0,0,0,0,Sex Room,0,0
5105,Ludacris,0,0,0,0,Sexting,0,0
5106,Ludacris,0,0,0,0,She Said,0,0
5283,Mac Dre,0,0,0,0,Since '84,0,0
5284,Mac Dre,0,0,0,0,Since '84,0,0
5285,Mac Dre,0,0,0,0,Since '84,0,0
5468,Master P,0,0,0,0,There They Go,0,0
5474,Master P,0,0,0,0,Thug Chick,0,0
5473,Master P,0,0,0,0,Throw Em Up,0,0
5472,Master P,0,0,0,0,Throw 'Em Up,0,0
5471,Master P,0,0,0,0,Thinkin' Bout U,0,0
5470,Master P,0,0,0,0,Things Ain't What They Used to Be,0,0
5469,Master P,0,0,0,0,These Streets Keep Me Rollin',0,0
5467,Master P,0,0,0,0,Them Jeans,0,0
5459,Master P,0,0,0,0,Stop Playing Wit Me,0,0
5466,Master P,0,0,0,0,The Ghetto's Got Me Trapped,0,0
5465,Master P,0,0,0,0,The Ghetto Won't Change,0,0
5464,Master P,0,0,0,0,The Farm,0,0
5463,Master P,0,0,0,0,The Block,0,0
5462,Master P,0,0,0,0,That Ain't Nothing,0,0
5461,Master P,0,0,0,0,Tell 'Em,0,0
5475,Master P,0,0,0,0,Thug Girl,0,0
